Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Sum,Segment
10,15,4720.2300000000005,4,4,4,12,Champions
309,1,838.88,1,1,3,5,At Risk
69,1,99.39999999999999,2,1,1,4,Lost
258,1,166.8,1,1,1,3,Lost
15,6,3254.9300000000003,4,4,4,12,Champions
361,1,500.63,1,1,3,5,At Risk
6,7,1284.17,4,4,4,12,Champions
18,1,116.57,3,1,1,5,At Risk
254,1,292.47,1,1,2,4,Lost
9,13,3271.29,4,4,4,12,Champions
99,1,246.99,2,1,2,5,At Risk
294,7,602.6800000000001,1,4,3,8,Potential Loyalist
18,5,1155.43,3,4,4,11,Champions
356,1,272.82,1,1,2,4,Lost
38,4,845.17,3,3,3,9,Loyal Customers
30,21,6386.43,3,4,4,11,Champions
44,3,627.87,3,3,3,9,Loyal Customers
23,1,540.33,3,1,3,7,Potential Loyalist
44,3,465.91,3,3,3,9,Loyal Customers
70,5,2002.2,2,4,4,10,Loyal Customers
289,1,3.75,1,1,1,3,Lost
168,1,238.75,1,1,2,4,Lost
21,7,2097.61,3,4,4,11,Champions
3,7,1046.87,4,4,3,11,Champions
78,17,4431.13,2,4,4,10,Loyal Customers
3,17,4930.13,4,4,4,12,Champions
29,2,590.73,3,2,3,8,Potential Loyalist
9,5,1515.9,4,4,4,12,Champions
36,5,414.13,3,4,2,9,Loyal Customers
22,1,216.01999999999998,3,1,2,6,At Risk
364,1,77.7,1,1,1,3,Lost
50,1,198.92000000000002,2,1,1,4,Lost
106,3,1177.94,2,3,4,9,Loyal Customers
206,1,213.9,1,1,2,4,Lost
310,1,106.83000000000001,1,1,1,3,Lost
57,1,207.86,2,1,2,5,At Risk
22,2,301.2,3,2,2,7,Potential Loyalist
88,1,195.9,2,1,1,4,Lost
11,3,1404.48,4,3,4,11,Champions
190,1,287.45,1,1,2,4,Lost
1,12,2344.28,4,4,4,12,Champions
265,2,989.0,1,2,3,6,At Risk
22,10,3915.91,3,4,4,11,Champions
39,3,223.69,3,3,2,8,Potential Loyalist
252,1,209.14000000000001,1,1,2,4,Lost
49,5,696.0500000000001,3,4,3,10,Loyal Customers
25,5,1823.39,3,4,4,11,Champions
49,1,106.89,3,1,1,5,At Risk
59,4,590.12,2,3,3,8,Potential Loyalist
2,11,1275.26,4,4,4,12,Champions
52,1,373.33,2,1,2,5,At Risk
72,2,138.05,2,2,1,5,At Risk
66,2,228.94,2,2,2,6,At Risk
6,20,7336.4400000000005,4,4,4,12,Champions
92,2,389.74,2,2,2,6,At Risk
364,1,216.8,1,1,2,4,Lost
2,13,1798.3000000000002,4,4,4,12,Champions
11,1,107.6,4,1,1,6,At Risk
115,2,579.03,2,2,3,7,Potential Loyalist
8,5,1321.78,4,4,4,12,Champions
20,7,1430.38,3,4,4,11,Champions
274,1,87.68,1,1,1,3,Lost
49,1,226.84,3,1,2,6,At Risk
2,9,1042.39,4,4,3,11,Champions
357,1,392.18,1,1,2,4,Lost
81,1,305.62,2,1,2,5,At Risk
3,1,856.82,4,1,3,8,Potential Loyalist
155,4,909.53,1,3,3,7,Potential Loyalist
57,1,332.3,2,1,2,5,At Risk
15,3,445.84000000000003,4,3,2,9,Loyal Customers
165,2,365.31,1,2,2,5,At Risk
95,4,637.99,2,3,3,8,Potential Loyalist
134,3,934.6899999999999,2,3,3,8,Potential Loyalist
90,2,222.97,2,2,2,6,At Risk
15,5,882.59,4,4,3,11,Champions
184,1,289.64,1,1,2,4,Lost
9,1,256.93,4,1,2,7,Potential Loyalist
352,1,204.15,1,1,1,3,Lost
42,9,1334.3799999999999,3,4,4,11,Champions
6,21,4975.78,4,4,4,12,Champions
95,4,401.16,2,3,2,7,Potential Loyalist
24,8,1065.28,3,4,3,10,Loyal Customers
2,11,3091.15,4,4,4,12,Champions
87,1,415.94,2,1,2,5,At Risk
219,1,269.68,1,1,2,4,Lost
7,2,402.74,4,2,2,8,Potential Loyalist
30,2,521.48,3,2,3,8,Potential Loyalist
43,1,279.45,3,1,2,6,At Risk
104,1,113.5,2,1,1,4,Lost
148,1,181.32,1,1,1,3,Lost
30,1,325.91,3,1,2,6,At Risk
209,1,39.0,1,1,1,3,Lost
251,3,637.29,1,3,3,7,Potential Loyalist
219,1,413.46,1,1,2,4,Lost
120,2,133.15,2,2,1,5,At Risk
31,2,175.55,3,2,1,6,At Risk
23,9,2083.25,3,4,4,11,Champions
189,2,353.9,1,2,2,5,At Risk
14,27,3565.45,4,4,4,12,Champions
28,6,1692.7,3,4,4,11,Champions
92,3,935.49,2,3,3,8,Potential Loyalist
34,16,7099.72,3,4,4,11,Champions
42,1,197.82,3,1,1,5,At Risk
35,1,176.94,3,1,1,5,At Risk
44,1,281.42,3,1,2,6,At Risk
178,1,84.77,1,1,1,3,Lost
325,1,317.29,1,1,2,4,Lost
34,2,239.45999999999998,3,2,2,7,Potential Loyalist
2,2,70.96000000000001,4,2,1,7,Potential Loyalist
15,2,285.8,4,2,2,8,Potential Loyalist
6,1,35.400000000000006,4,1,1,6,At Risk
360,1,320.04,1,1,2,4,Lost
136,2,587.63,2,2,3,7,Potential Loyalist
51,2,112.80000000000001,2,2,1,5,At Risk
23,2,438.88,3,2,2,7,Potential Loyalist
132,3,108.24000000000001,2,3,1,6,At Risk
14,4,699.09,4,3,3,10,Loyal Customers
13,6,2267.2400000000002,4,4,4,12,Champions
53,5,3718.4900000000002,2,4,4,10,Loyal Customers
59,5,1643.83,2,4,4,10,Loyal Customers
4,6,779.87,4,4,3,11,Champions
75,1,13.3,2,1,1,4,Lost
22,7,821.12,3,4,3,10,Loyal Customers
58,3,529.47,2,3,3,8,Potential Loyalist
179,2,213.03,1,2,2,5,At Risk
29,2,399.96,3,2,2,7,Potential Loyalist
7,3,338.41,4,3,2,9,Loyal Customers
27,1,170.13,3,1,1,5,At Risk
186,3,1273.84,1,3,4,8,Potential Loyalist
28,4,581.2,3,3,3,9,Loyal Customers
7,3,291.87,4,3,2,9,Loyal Customers
358,1,126.03,1,1,1,3,Lost
56,1,191.99,2,1,1,4,Lost
291,2,154.23000000000002,1,2,1,4,Lost
18,3,449.32,3,3,2,8,Potential Loyalist
11,5,738.33,4,4,3,11,Champions
8,3,753.9,4,3,3,10,Loyal Customers
108,1,1094.69,2,1,3,6,At Risk
21,1,336.84,3,1,2,6,At Risk
21,13,2409.25,3,4,4,11,Champions
11,6,1860.79,4,4,4,12,Champions
73,4,344.26,2,3,2,7,Potential Loyalist
20,5,768.2,3,4,3,10,Loyal Customers
64,1,213.72,2,1,2,5,At Risk
1,7,984.71,4,4,3,11,Champions
20,11,1710.88,3,4,4,11,Champions
282,1,53.44,1,1,1,3,Lost
28,1,128.61,3,1,1,5,At Risk
1,5,305.63,4,4,2,10,Loyal Customers
15,2,512.03,4,2,3,9,Loyal Customers
268,1,121.9,1,1,1,3,Lost
41,6,923.52,3,4,3,10,Loyal Customers
148,11,1597.0,1,4,4,9,Loyal Customers
53,1,161.54,2,1,1,4,Lost
4,17,5390.79,4,4,4,12,Champions
13,3,698.25,4,3,3,10,Loyal Customers
363,1,33.45,1,1,1,3,Lost
268,2,139.85,1,2,1,4,Lost
72,17,1900.12,2,4,4,10,Loyal Customers
9,6,1046.67,4,4,3,11,Champions
18,3,293.83,3,3,2,8,Potential Loyalist
11,20,3803.31,4,4,4,12,Champions
45,1,145.44,3,1,1,5,At Risk
231,1,142.01,1,1,1,3,Lost
46,2,786.38,3,2,3,8,Potential Loyalist
17,1,246.89000000000001,4,1,2,7,Potential Loyalist
171,3,1411.56,1,3,4,8,Potential Loyalist
44,3,2879.89,3,3,4,10,Loyal Customers
4,9,1519.79,4,4,4,12,Champions
203,3,431.18,1,3,2,6,At Risk
13,19,4126.04,4,4,4,12,Champions
227,1,339.48,1,1,2,4,Lost
130,3,212.9,2,3,2,7,Potential Loyalist
32,5,592.68,3,4,3,10,Loyal Customers
48,3,741.3000000000001,3,3,3,9,Loyal Customers
126,3,1125.06,2,3,4,9,Loyal Customers
101,2,101.75999999999999,2,2,1,5,At Risk
22,1,20.8,3,1,1,5,At Risk
52,5,966.71,2,4,3,9,Loyal Customers
176,4,373.87,1,3,2,6,At Risk
9,1,225.04,4,1,2,7,Potential Loyalist
231,2,376.84000000000003,1,2,2,5,At Risk
79,1,117.35000000000001,2,1,1,4,Lost
30,3,488.6,3,3,3,9,Loyal Customers
108,1,234.17,2,1,2,5,At Risk
179,1,110.55000000000001,1,1,1,3,Lost
218,1,117.4,1,1,1,3,Lost
36,2,116.05,3,2,1,6,At Risk
181,1,305.09999999999997,1,1,2,4,Lost
99,1,184.61,2,1,1,4,Lost
31,3,522.2,3,3,3,9,Loyal Customers
30,1,116.21,3,1,1,5,At Risk
69,1,294.43,2,1,2,5,At Risk
9,5,1003.99,4,4,3,11,Champions
247,2,789.01,1,2,3,6,At Risk
52,1,384.06,2,1,2,5,At Risk
4,7,1540.13,4,4,4,12,Champions
80,2,2956.29,2,2,4,8,Potential Loyalist
9,9,3875.84,4,4,4,12,Champions
22,1,20.8,3,1,1,5,At Risk
34,5,672.42,3,4,3,10,Loyal Customers
71,2,70.94999999999999,2,2,1,5,At Risk
2,5,1302.16,4,4,4,12,Champions
22,6,1335.2800000000002,3,4,4,11,Champions
280,2,117.0,1,2,1,4,Lost
141,3,105.4,2,3,1,6,At Risk
15,2,289.92,4,2,2,8,Potential Loyalist
14,10,2909.48,4,4,4,12,Champions
77,3,801.3,2,3,3,8,Potential Loyalist
38,2,665.64,3,2,3,8,Potential Loyalist
10,3,471.87,4,3,3,10,Loyal Customers
42,6,675.91,3,4,3,10,Loyal Customers
10,1,171.96,4,1,1,6,At Risk
22,1,270.9,3,1,2,6,At Risk
24,2,256.61,3,2,2,7,Potential Loyalist
20,3,1747.79,3,3,4,10,Loyal Customers
1,18,4930.5599999999995,4,4,4,12,Champions
32,2,748.5,3,2,3,8,Potential Loyalist
3,4,1129.81,4,3,4,11,Champions
23,1,71.0,3,1,1,5,At Risk
37,3,95.85,3,3,1,7,Potential Loyalist
52,3,236.45,2,3,2,7,Potential Loyalist
361,1,20.4,1,1,1,3,Lost
70,6,830.99,2,4,3,9,Loyal Customers
55,1,115.95,2,1,1,4,Lost
3,2,317.95,4,2,2,8,Potential Loyalist
78,3,617.76,2,3,3,8,Potential Loyalist
8,3,585.07,4,3,3,10,Loyal Customers
237,2,347.08,1,2,2,5,At Risk
79,1,1182.32,2,1,4,7,Potential Loyalist
22,1,88.25,3,1,1,5,At Risk
129,1,159.78,2,1,1,4,Lost
18,3,964.65,3,3,3,9,Loyal Customers
113,4,845.92,2,3,3,8,Potential Loyalist
24,4,1144.98,3,3,4,10,Loyal Customers
105,2,210.24,2,2,2,6,At Risk
149,1,248.6,1,1,2,4,Lost
77,3,882.9,2,3,3,8,Potential Loyalist
109,3,772.25,2,3,3,8,Potential Loyalist
13,8,4011.34,4,4,4,12,Champions
88,6,2667.04,2,4,4,10,Loyal Customers
186,1,237.19,1,1,2,4,Lost
20,1,364.74,3,1,2,6,At Risk
122,1,373.08000000000004,2,1,2,5,At Risk
20,5,795.28,3,4,3,10,Loyal Customers
73,3,965.54,2,3,3,8,Potential Loyalist
21,5,2563.81,3,4,4,11,Champions
258,1,50.400000000000006,1,1,1,3,Lost
65,7,1653.0,2,4,4,10,Loyal Customers
305,4,498.08,1,3,3,7,Potential Loyalist
13,7,1276.7,4,4,4,12,Champions
50,3,685.2,2,3,3,8,Potential Loyalist
4,21,4238.99,4,4,4,12,Champions
20,9,2422.9500000000003,3,4,4,11,Champions
106,1,292.24,2,1,2,5,At Risk
20,9,1836.0800000000002,3,4,4,11,Champions
9,4,1143.02,4,3,4,11,Champions
9,4,624.52,4,3,3,10,Loyal Customers
27,3,386.9599999999999,3,3,2,8,Potential Loyalist
27,2,262.28,3,2,2,7,Potential Loyalist
70,1,118.80000000000001,2,1,1,4,Lost
14,1,125.39999999999999,4,1,1,6,At Risk
17,2,211.76,4,2,2,8,Potential Loyalist
25,2,1408.1,3,2,4,9,Loyal Customers
101,3,1219.0,2,3,4,9,Loyal Customers
27,2,2289.9,3,2,4,9,Loyal Customers
115,5,1370.95,2,4,4,10,Loyal Customers
16,5,956.66,4,4,3,11,Champions
20,4,1651.6100000000001,3,3,4,10,Loyal Customers
80,4,1205.44,2,3,4,9,Loyal Customers
23,8,2970.57,3,4,4,11,Champions
41,4,1638.19,3,3,4,10,Loyal Customers
314,1,254.3,1,1,2,4,Lost
14,3,1184.91,4,3,4,11,Champions
7,4,771.84,4,3,3,10,Loyal Customers
2,7,655.57,4,4,3,11,Champions
10,2,948.34,4,2,3,9,Loyal Customers
21,3,1067.18,3,3,3,9,Loyal Customers
151,2,560.98,1,2,3,6,At Risk
25,6,7844.23,3,4,4,11,Champions
21,6,816.7,3,4,3,10,Loyal Customers
157,1,76.1,1,1,1,3,Lost
39,1,200.39000000000001,3,1,1,5,At Risk
25,7,360.23,3,4,2,9,Loyal Customers
174,2,450.5,1,2,2,5,At Risk
280,1,73.35,1,1,1,3,Lost
309,1,157.02,1,1,1,3,Lost
51,1,418.13,2,1,2,5,At Risk
225,1,222.96,1,1,2,4,Lost
111,1,138.32,2,1,1,4,Lost
153,1,263.7,1,1,2,4,Lost
177,1,267.09000000000003,1,1,2,4,Lost
42,1,175.13,3,1,1,5,At Risk
144,5,932.46,2,4,3,9,Loyal Customers
326,1,131.59,1,1,1,3,Lost
39,3,965.49,3,3,3,9,Loyal Customers
7,3,32.400000000000006,4,3,1,8,Potential Loyalist
98,2,244.15,2,2,2,6,At Risk
8,5,635.77,4,4,3,11,Champions
267,1,288.3,1,1,2,4,Lost
7,12,7858.57,4,4,4,12,Champions
239,1,126.62,1,1,1,3,Lost
230,1,119.7,1,1,1,3,Lost
76,1,293.65,2,1,2,5,At Risk
255,2,400.98,1,2,2,5,At Risk
14,4,1270.07,4,3,4,11,Champions
43,1,124.88,3,1,1,5,At Risk
186,3,408.8,1,3,2,6,At Risk
16,1,213.78,4,1,2,7,Potential Loyalist
67,1,299.1,2,1,2,5,At Risk
9,2,78.2,4,2,1,7,Potential Loyalist
168,1,161.46,1,1,1,3,Lost
24,3,954.77,3,3,3,9,Loyal Customers
13,3,1436.45,4,3,4,11,Champions
23,6,3356.97,3,4,4,11,Champions
20,10,1293.26,3,4,4,11,Champions
13,2,293.1,4,2,2,8,Potential Loyalist
24,7,2336.2,3,4,4,11,Champions
276,1,122.88,1,1,1,3,Lost
30,2,206.34,3,2,2,7,Potential Loyalist
49,2,751.76,3,2,3,8,Potential Loyalist
281,1,199.41,1,1,1,3,Lost
70,1,224.28,2,1,2,5,At Risk
2,7,2669.7000000000003,4,4,4,12,Champions
209,1,59.9,1,1,1,3,Lost
36,4,968.98,3,3,3,9,Loyal Customers
193,1,208.03,1,1,2,4,Lost
170,3,701.84,1,3,3,7,Potential Loyalist
48,4,673.12,3,3,3,9,Loyal Customers
49,1,44.6,3,1,1,5,At Risk
14,5,1733.23,4,4,4,12,Champions
218,1,114.35,1,1,1,3,Lost
3,7,1430.71,4,4,4,12,Champions
97,2,265.55,2,2,2,6,At Risk
50,1,228.74,2,1,2,5,At Risk
20,7,1797.01,3,4,4,11,Champions
27,7,1088.8600000000001,3,4,3,10,Loyal Customers
352,1,76.12,1,1,1,3,Lost
21,1,463.81,3,1,3,7,Potential Loyalist
15,3,354.97,4,3,2,9,Loyal Customers
45,1,155.73,3,1,1,5,At Risk
27,6,902.81,3,4,3,10,Loyal Customers
167,4,1091.3600000000001,1,3,3,7,Potential Loyalist
45,1,20.5,3,1,1,5,At Risk
45,1,204.24,3,1,1,5,At Risk
18,8,1798.93,3,4,4,11,Champions
244,1,3.95,1,1,1,3,Lost
32,7,2176.2000000000003,3,4,4,11,Champions
52,6,730.07,2,4,3,9,Loyal Customers
226,1,97.6,1,1,1,3,Lost
3,9,1454.94,4,4,4,12,Champions
23,1,105.98,3,1,1,5,At Risk
16,14,2796.43,4,4,4,12,Champions
27,1,132.28,3,1,1,5,At Risk
57,1,298.5,2,1,2,5,At Risk
302,2,234.99,1,2,2,5,At Risk
300,1,148.99,1,1,1,3,Lost
10,6,369.86,4,4,2,10,Loyal Customers
7,8,1798.95,4,4,4,12,Champions
88,2,308.81,2,2,2,6,At Risk
256,6,1514.0,1,4,4,9,Loyal Customers
4,10,2685.82,4,4,4,12,Champions
6,1,208.04,4,1,2,7,Potential Loyalist
27,1,131.07,3,1,1,5,At Risk
174,1,114.04,1,1,1,3,Lost
17,2,357.46,4,2,2,8,Potential Loyalist
4,6,787.58,4,4,3,11,Champions
3,2,306.74,4,2,2,8,Potential Loyalist
9,15,2741.54,4,4,4,12,Champions
304,1,295.0,1,1,2,4,Lost
100,2,915.04,2,2,3,7,Potential Loyalist
6,24,5202.5,4,4,4,12,Champions
45,1,532.53,3,1,3,7,Potential Loyalist
196,1,171.45,1,1,1,3,Lost
7,1,208.09,4,1,2,7,Potential Loyalist
112,1,277.85,2,1,2,5,At Risk
253,1,142.7,1,1,1,3,Lost
354,1,249.28,1,1,2,4,Lost
108,2,299.26,2,2,2,6,At Risk
10,1,113.01,4,1,1,6,At Risk
7,1,134.16,4,1,1,6,At Risk
32,2,260.38,3,2,2,7,Potential Loyalist
99,2,150.29999999999998,2,2,1,5,At Risk
140,2,507.47,2,2,3,7,Potential Loyalist
44,3,391.81,3,3,2,8,Potential Loyalist
200,1,63.440000000000005,1,1,1,3,Lost
130,2,510.1,2,2,3,7,Potential Loyalist
139,1,52.46,2,1,1,4,Lost
119,2,209.77,2,2,2,6,At Risk
142,1,35.0,2,1,1,4,Lost
38,3,1868.67,3,3,4,10,Loyal Customers
27,1,85.42,3,1,1,5,At Risk
219,2,958.0500000000001,1,2,3,6,At Risk
233,1,206.09,1,1,2,4,Lost
49,1,25.43,3,1,1,5,At Risk
165,2,373.2,1,2,2,5,At Risk
52,6,1591.18,2,4,4,10,Loyal Customers
13,1,145.42,4,1,1,6,At Risk
18,7,709.51,3,4,3,10,Loyal Customers
1,6,799.45,4,4,3,11,Champions
23,3,890.96,3,3,3,9,Loyal Customers
8,1,274.46,4,1,2,7,Potential Loyalist
22,7,1289.06,3,4,4,11,Champions
20,3,400.12,3,3,2,8,Potential Loyalist
9,1,95.43,4,1,1,6,At Risk
93,2,270.68,2,2,2,6,At Risk
3,4,544.75,4,3,3,10,Loyal Customers
13,1,166.43,4,1,1,6,At Risk
6,5,1044.48,4,4,3,11,Champions
353,1,192.24,1,1,1,3,Lost
2,3,109.92,4,3,1,8,Potential Loyalist
87,1,82.75,2,1,1,4,Lost
70,2,727.84,2,2,3,7,Potential Loyalist
146,2,96.35000000000001,1,2,1,4,Lost
23,1,210.60000000000002,3,1,2,6,At Risk
16,8,2036.24,4,4,4,12,Champions
9,35,4025.54,4,4,4,12,Champions
92,3,815.88,2,3,3,8,Potential Loyalist
59,1,430.44,2,1,2,5,At Risk
7,7,921.07,4,4,3,11,Champions
9,4,418.59000000000003,4,3,2,9,Loyal Customers
272,1,96.8,1,1,1,3,Lost
6,2,466.56,4,2,3,9,Loyal Customers
14,2,273.9,4,2,2,8,Potential Loyalist
77,1,479.13,2,1,3,6,At Risk
294,2,215.82,1,2,2,5,At Risk
143,4,1657.22,2,3,4,9,Loyal Customers
9,8,5940.0,4,4,4,12,Champions
86,2,199.20000000000002,2,2,1,5,At Risk
21,11,8982.7,3,4,4,11,Champions
148,3,615.37,1,3,3,7,Potential Loyalist
347,1,168.74,1,1,1,3,Lost
38,1,135.57,3,1,1,5,At Risk
7,4,393.79,4,3,2,9,Loyal Customers
3,14,2134.38,4,4,4,12,Champions
6,5,990.68,4,4,3,11,Champions
171,1,47.55,1,1,1,3,Lost
37,2,743.21,3,2,3,8,Potential Loyalist
27,3,253.5,3,3,2,8,Potential Loyalist
42,1,56.690000000000005,3,1,1,5,At Risk
303,1,178.22,1,1,1,3,Lost
16,2,334.79,4,2,2,8,Potential Loyalist
295,2,347.40000000000003,1,2,2,5,At Risk
3,1,56.15,4,1,1,6,At Risk
9,3,504.34,4,3,3,10,Loyal Customers
41,3,430.85,3,3,2,8,Potential Loyalist
231,2,276.28,1,2,2,5,At Risk
7,8,2981.15,4,4,4,12,Champions
4,8,3828.03,4,4,4,12,Champions
230,1,149.46,1,1,1,3,Lost
15,7,647.79,4,4,3,11,Champions
64,4,398.21999999999997,2,3,2,7,Potential Loyalist
9,3,210.64,4,3,2,9,Loyal Customers
32,8,1232.8,3,4,4,11,Champions
32,4,623.07,3,3,3,9,Loyal Customers
210,2,109.07000000000001,1,2,1,4,Lost
191,3,333.06,1,3,2,6,At Risk
62,2,185.0,2,2,1,5,At Risk
15,20,3527.02,4,4,4,12,Champions
3,1,350.26,4,1,2,7,Potential Loyalist
143,5,632.31,2,4,3,9,Loyal Customers
57,1,50.400000000000006,2,1,1,4,Lost
11,2,122.2,4,2,1,7,Potential Loyalist
6,1,251.16,4,1,2,7,Potential Loyalist
91,2,78.9,2,2,1,5,At Risk
11,2,629.12,4,2,3,9,Loyal Customers
69,2,128.48,2,2,1,5,At Risk
6,24,2557.28,4,4,4,12,Champions
298,2,355.26,1,2,2,5,At Risk
211,1,38.4,1,1,1,3,Lost
140,2,108.75,2,2,1,5,At Risk
14,2,547.36,4,2,3,9,Loyal Customers
106,3,378.78000000000003,2,3,2,7,Potential Loyalist
118,5,1565.24,2,4,4,10,Loyal Customers
22,8,604.3100000000001,3,4,3,10,Loyal Customers
28,1,255.87,3,1,2,6,At Risk
17,8,1172.14,4,4,4,12,Champions
64,2,641.6600000000001,2,2,3,7,Potential Loyalist
325,2,1176.67,1,2,4,7,Potential Loyalist
176,2,111.55000000000001,1,2,1,4,Lost
8,5,900.27,4,4,3,11,Champions
4,3,630.7,4,3,3,10,Loyal Customers
15,6,992.34,4,4,3,11,Champions
176,1,28.0,1,1,1,3,Lost
71,1,138.44,2,1,1,4,Lost
21,6,4601.58,3,4,4,11,Champions
34,2,349.76,3,2,2,7,Potential Loyalist
3,12,3475.62,4,4,4,12,Champions
42,3,485.08,3,3,3,9,Loyal Customers
8,6,1609.85,4,4,4,12,Champions
38,2,425.29,3,2,2,7,Potential Loyalist
52,1,655.97,2,1,3,6,At Risk
83,4,3183.59,2,3,4,9,Loyal Customers
63,1,100.8,2,1,1,4,Lost
30,24,5418.39,3,4,4,11,Champions
120,3,401.72,2,3,2,7,Potential Loyalist
24,2,242.36,3,2,2,7,Potential Loyalist
305,1,357.4,1,1,2,4,Lost
10,2,349.36,4,2,2,8,Potential Loyalist
80,1,283.26,2,1,2,5,At Risk
1,6,1719.1,4,4,4,12,Champions
218,1,122.39999999999999,1,1,1,3,Lost
245,1,283.05,1,1,2,4,Lost
239,2,22.62,1,2,1,4,Lost
28,6,2100.79,3,4,4,11,Champions
143,2,1789.94,2,2,4,8,Potential Loyalist
168,2,120.9,1,2,1,4,Lost
32,2,541.53,3,2,3,8,Potential Loyalist
37,6,1768.02,3,4,4,11,Champions
2,9,2545.34,4,4,4,12,Champions
7,6,1368.32,4,4,4,12,Champions
9,2,457.46999999999997,4,2,3,9,Loyal Customers
184,4,451.88,1,3,2,6,At Risk
195,1,111.8,1,1,1,3,Lost
357,1,219.62,1,1,2,4,Lost
118,4,216.49,2,3,2,7,Potential Loyalist
7,1,300.40000000000003,4,1,2,7,Potential Loyalist
35,2,551.99,3,2,3,8,Potential Loyalist
86,5,534.08,2,4,3,9,Loyal Customers
14,3,633.65,4,3,3,10,Loyal Customers
52,2,612.44,2,2,3,7,Potential Loyalist
8,5,1661.8600000000001,4,4,4,12,Champions
150,1,248.20000000000002,1,1,2,4,Lost
2,2,531.88,4,2,3,9,Loyal Customers
2,2,137.0,4,2,1,7,Potential Loyalist
8,5,1695.97,4,4,4,12,Champions
36,5,734.41,3,4,3,10,Loyal Customers
183,3,668.89,1,3,3,7,Potential Loyalist
71,1,194.37,2,1,1,4,Lost
69,1,511.82,2,1,3,6,At Risk
7,3,936.5600000000001,4,3,3,10,Loyal Customers
57,3,381.64,2,3,2,7,Potential Loyalist
253,1,376.97,1,1,2,4,Lost
50,2,361.52,2,2,2,6,At Risk
55,4,775.98,2,3,3,8,Potential Loyalist
6,9,1877.73,4,4,4,12,Champions
240,1,288.62,1,1,2,4,Lost
30,1,277.29,3,1,2,6,At Risk
350,1,251.10000000000002,1,1,2,4,Lost
67,1,235.74,2,1,2,5,At Risk
281,1,460.1,1,1,3,5,At Risk
212,2,259.35,1,2,2,5,At Risk
1,4,633.36,4,3,3,10,Loyal Customers
30,1,270.53000000000003,3,1,2,6,At Risk
198,9,1794.82,1,4,4,9,Loyal Customers
153,2,1006.94,1,2,3,6,At Risk
67,1,302.2,2,1,2,5,At Risk
253,2,574.73,1,2,3,6,At Risk
272,1,387.31,1,1,2,4,Lost
49,8,6115.14,3,4,4,11,Champions
16,1,282.98,4,1,2,7,Potential Loyalist
8,26,11329.92,4,4,4,12,Champions
43,8,1702.6100000000001,3,4,4,11,Champions
64,1,140.39999999999998,2,1,1,4,Lost
120,1,200.15,2,1,1,4,Lost
23,4,403.17,3,3,2,8,Potential Loyalist
7,5,654.91,4,4,3,11,Champions
300,1,128.44,1,1,1,3,Lost
9,6,1151.1000000000001,4,4,4,12,Champions
45,1,441.29,3,1,2,6,At Risk
21,3,684.59,3,3,3,9,Loyal Customers
130,4,584.9,2,3,3,8,Potential Loyalist
3,2,263.43,4,2,2,8,Potential Loyalist
353,1,145.0,1,1,1,3,Lost
351,1,295.5,1,1,2,4,Lost
352,2,107.2,1,2,1,4,Lost
45,4,712.4200000000001,3,3,3,9,Loyal Customers
9,7,2572.8,4,4,4,12,Champions
8,9,1898.56,4,4,4,12,Champions
181,1,233.1,1,1,2,4,Lost
45,1,223.36,3,1,2,6,At Risk
272,1,164.4,1,1,1,3,Lost
21,2,777.16,3,2,3,8,Potential Loyalist
17,1,92.66,4,1,1,6,At Risk
16,2,544.9,4,2,3,9,Loyal Customers
261,1,141.55,1,1,1,3,Lost
35,3,413.58,3,3,2,8,Potential Loyalist
225,1,103.3,1,1,1,3,Lost
15,2,16.439999999999998,4,2,1,7,Potential Loyalist
189,3,198.41,1,3,1,5,At Risk
351,1,298.34,1,1,2,4,Lost
52,4,859.27,2,3,3,8,Potential Loyalist
8,4,982.61,4,3,3,10,Loyal Customers
11,2,474.76,4,2,3,9,Loyal Customers
197,1,67.95,1,1,1,3,Lost
6,3,525.01,4,3,3,10,Loyal Customers
147,4,294.67,1,3,2,6,At Risk
11,1,140.0,4,1,1,6,At Risk
6,7,1078.82,4,4,3,11,Champions
16,3,409.36,4,3,2,9,Loyal Customers
17,1,349.81,4,1,2,7,Potential Loyalist
49,7,2589.57,3,4,4,11,Champions
324,1,242.6,1,1,2,4,Lost
42,3,1082.7,3,3,3,9,Loyal Customers
62,4,206.85000000000002,2,3,2,7,Potential Loyalist
21,3,336.44,3,3,2,8,Potential Loyalist
234,1,155.8,1,1,1,3,Lost
30,18,2479.35,3,4,4,11,Champions
209,1,96.3,1,1,1,3,Lost
129,2,258.11,2,2,2,6,At Risk
304,2,160.07,1,2,1,4,Lost
25,21,7174.13,3,4,4,11,Champions
228,1,99.37,1,1,1,3,Lost
119,1,424.15000000000003,2,1,2,5,At Risk
101,4,833.16,2,3,3,8,Potential Loyalist
92,2,428.5,2,2,2,6,At Risk
52,4,2086.87,2,3,4,9,Loyal Customers
9,2,967.71,4,2,3,9,Loyal Customers
65,7,1563.77,2,4,4,10,Loyal Customers
83,4,2477.26,2,3,4,9,Loyal Customers
77,2,993.18,2,2,3,7,Potential Loyalist
4,2,304.94,4,2,2,8,Potential Loyalist
15,7,1257.83,4,4,4,12,Champions
205,1,1093.74,1,1,3,5,At Risk
9,1,115.68,4,1,1,6,At Risk
230,1,108.45,1,1,1,3,Lost
